Brand,Model,Derivative,Introduced,Discontinued,Package
MAZDA,CX-30 HATCHBACK,2.0 e-Skyactiv X MHEV GT Sport Tech Ed 5dr AWD,2022-01-04,2023-07-17,
MAZDA,CX-30 HATCHBACK,2.0 e-Skyactiv X MHEV GT Sport Tec Ed 5dr Auto A,2022-01-04,2023-07-17,
MAZDA,MAZDA3 HATCHBACK,2.0 e-Skyactiv G MHEV GT Sport Edition 5dr,2022-01-04,2023-09-30,
MAZDA,MAZDA3 HATCHBACK,2.0 e-Skyactiv G MHEV GT Sport Edition 5dr Auto,2022-01-04,2023-09-30,
MAZDA,MAZDA3 HATCHBACK,2.0 e-Skyactiv G MHEV GT Sport Tech Edition 5dr,2022-01-04,2023-09-30,
MAZDA,MAZDA3 HATCHBACK,2.0 e-Skyactiv X MHEV GT Sport Edition 5dr,2022-01-04,2023-09-30,186
MAZDA,MAZDA3 HATCHBACK,2.0 e-Skyactiv X MHEV GT Sport Ed 5dr Auto,2022-01-04,2023-09-30,186
MAZDA,MAZDA3 HATCHBACK,2.0 e-Skyactiv X MHEV GT Sport Tech Ed 5dr,2022-01-04,2023-09-30,186
MAZDA,MAZDA3 SALOON,2.0 e-Skyactiv-X MHEV GT Sport Edition 4dr,2022-01-04,2023-09-30,186
MAZDA,MAZDA3 SALOON,2.0 e-Skyactiv-X MHEV GT Sport Ed 4dr Auto,2022-01-04,2023-09-30,186
MAZDA,MAZDA3 SALOON,2.0 e-Skyactiv-X MHEV GT Sport Tech Ed 4dr,2022-01-04,2023-09-30,186
MAZDA,CX-5 ESTATE,2.0 Sport Edition 5dr,2022-01-01,2023-07-17,
MAZDA,CX-5 ESTATE,2.0 Sport Edition 5dr,2022-01-01,2022-11-01,Safety Pack
MAZDA,CX-5 ESTATE,2.0 Sport Edition 5dr Auto,2022-01-01,2023-07-17,
MAZDA,CX-5 ESTATE,2.0 Sport Edition 5dr Auto,2022-01-01,2022-11-01,Safety Pack
MAZDA,CX-5 ESTATE,2.0 Sport Black Edition 5dr,2022-01-01,2023-07-17,
MAZDA,CX-5 ESTATE,2.0 Sport Black Edition 5dr Auto,2022-01-01,2023-07-17,
MAZDA,CX-5 DIESEL ESTATE,2.2d Sport Edition 5dr,2022-01-01,2023-07-17,
MAZDA,CX-5 DIESEL ESTATE,2.2d Sport Edition 5dr,2022-01-01,2023-07-17,184
MAZDA,CX-5 DIESEL ESTATE,2.2d Sport Edition 5dr Auto,2022-01-01,2023-07-17,184
MAZDA,CX-5 DIESEL ESTATE,2.2d Sport Edition 5dr Auto,2022-01-01,2023-07-17,
MAZDA,CX-5 DIESEL ESTATE,2.2d Sport Edition 5dr Auto AWD,2022-01-01,2023-07-17,184
MAZDA,CX-5 DIESEL ESTATE,2.2d Sport Edition 5dr Auto AWD [Safety Pa,2022-01-01,2023-07-17,184
MAZDA,MAZDA3 HATCHBACK,2.5 e-Skyactiv G MHEV Prime-Line 5dr,2024-08-01,,140
MAZDA,MAZDA3 HATCHBACK,2.5 e-Skyactiv G MHEV Centre-Line 5dr,2024-08-01,,140
MAZDA,MAZDA3 HATCHBACK,2.5 e-Skyactiv G MHEV Homura 5dr,2024-08-01,,140
MAZDA,MAZDA3 HATCHBACK,2.5 e-Skyactiv G MHEV Homura 5dr Auto,2024-08-01,,140
MAZDA,MAZDA3 HATCHBACK,2.5 e-Skyactiv G MHEV Exclusive-Line 5dr,2024-08-01,,140
MAZDA,MAZDA3 HATCHBACK,2.5 e-Skyactiv G MHEV 140 Exclusive-Line 5dr Aut,2024-08-01,,
MAZDA,MAZDA3 HATCHBACK,2.5 e-Skyactiv G MHEV Takumi 5dr,2024-08-01,,140
MAZDA,MAZDA3 HATCHBACK,2.5 e-Skyactiv G MHEV Takumi 5dr Auto,2024-08-01,,140
MAZDA,MAZDA3 HATCHBACK,2.0 e-Skyactiv X MHEV Homura 5dr,2024-08-01,,186
MAZDA,MAZDA3 HATCHBACK,2.0 e-Skyactiv X MHEV Homura 5dr Auto [Sun,2024-08-01,,186
MAZDA,MAZDA3 SALOON,2.0 e-Skyactiv X MHEV 186 Exclusive-Line 4dr Aut,2024-08-01,,
MAZDA,CX-80 ESTATE,2.5 PHEV Exclusive-Line 5dr Auto AWD,2024-09-01,,Comfort
MAZDA,CX-80 ESTATE,2.5 PHEV Exclusive-Line 5dr Auto AWD,2024-09-01,,Convenienc
MAZDA,CX-80 ESTATE,2.5 PHEV Exclusive-Line 5dr Auto AWD,2024-09-01,,Comf/Conv
MAZDA,CX-80 ESTATE,2.5 PHEV Homura 5dr Auto AWD,2024-09-01,,
MAZDA,CX-80 ESTATE,2.5 PHEV Homura 5dr Auto AWD,2024-09-01,,Panoramic Roof
MAZDA,CX-80 ESTATE,2.5 PHEV Homura 5dr Auto AWD,2024-09-01,,Convenience
MAZDA,CX-80 ESTATE,2.5 PHEV Homura 5dr Auto AWD,2024-09-01,,6 Seat
MAZDA,CX-80 ESTATE,2.5 PHEV Homura 5dr Auto AWD,2024-09-01,,6 Seat/Panoramic
MAZDA,CX-80 ESTATE,2.5 PHEV Homura 5dr Auto AWD,2024-09-01,,6 Seat/Convenience
MAZDA,CX-80 ESTATE,2.5 PHEV Homura Plus 5dr Auto AWD,2024-09-01,,Conv/Panorama
MAZDA,CX-80 ESTATE,2.5 PHEV Homura Plus 5dr Auto AWD,2024-09-01,,6Seat/Conv/Pa
MAZDA,CX-80 ESTATE,2.5 PHEV Takumi 5dr Auto AWD,2024-09-01,,
MAZDA,CX-80 ESTATE,2.5 PHEV Takumi 5dr Auto AWD,2024-09-01,,Panoramic Roof
MAZDA,CX-80 ESTATE,2.5 PHEV Takumi 5dr Auto AWD,2024-09-01,,Convenience
MAZDA,CX-80 ESTATE,2.5 PHEV Takumi Plus 5dr Auto AWD,2024-09-01,,Conv/Panorama
MAZDA,CX-80 ESTATE,2.5 PHEV Takumi Plus 5dr Auto AWD,2024-09-01,,6Seat/Conv/Pa
MAZDA,CX-80 DIESEL ESTATE,3.3d Exclusive-Line 5dr Auto AWD,2024-09-01,,Comfort
MAZDA,CX-80 DIESEL ESTATE,3.3d Exclusive-Line 5dr Auto AWD,2024-09-01,,Convenience
MAZDA,CX-80 DIESEL ESTATE,3.3d Exclusive-Line 5dr Auto AWD,2024-09-01,,Comfort/Conven
MAZDA,CX-80 DIESEL ESTATE,3.3d Homura 5dr Auto AWD,2024-09-01,,
MAZDA,CX-80 DIESEL ESTATE,3.3d Homura 5dr Auto AWD,2024-09-01,,Panoramic
MAZDA,CX-80 DIESEL ESTATE,3.3d Homura 5dr Auto AWD,2024-09-01,,Convenience
MAZDA,CX-80 DIESEL ESTATE,3.3d Homura 5dr Auto AWD,2024-09-01,,6 Seat
MAZDA,CX-80 DIESEL ESTATE,3.3d Homura 5dr Auto AWD,2024-09-01,,6 Seat/Panoramic
MAZDA,CX-80 DIESEL ESTATE,3.3d Homura 5dr Auto AWD,2024-09-01,,6 Seat/Convenience
MAZDA,CX-80 DIESEL ESTATE,3.3d Homura Plus 5dr Auto AWD,2024-09-01,,Convenience/Pano
MAZDA,CX-80 DIESEL ESTATE,3.3d Homura Plus 5dr Auto AWD,2024-09-01,,6 Seat/Conv/Pano
MAZDA,CX-80 DIESEL ESTATE,3.3d Takumi 5dr Auto AWD,2024-09-01,,
MAZDA,CX-80 DIESEL ESTATE,3.3d Takumi 5dr Auto AWD,2024-09-01,,Panoramic
MAZDA,CX-80 DIESEL ESTATE,3.3d Takumi 5dr Auto AWD,2024-09-01,,Convenience
MAZDA,CX-80 DIESEL ESTATE,3.3d Takumi Plus 5dr Auto AWD,2024-09-01,,Convenience/Pano
MAZDA,CX-80 DIESEL ESTATE,3.3d Takumi Plus 5dr Auto AWD,2024-09-01,,6 Seat/Conv/Pano
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV Centre-Line 5dr,2024-08-05,,140
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV Prime-Line 5dr,2024-08-05,,140
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV Homura 5dr,2024-08-05,,140
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV Centre-Line 5dr Auto,2024-08-05,,140
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV Exclusive-Line 5dr,2024-08-05,,140
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV Homura 5dr Auto,2024-08-05,,140
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV 140 Exclusive-Line 5dr Aut,2024-08-05,,
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV Takumi 5dr,2024-08-05,,140
MAZDA,CX-30 HATCHBACK,2.5 e-Skyactiv G MHEV Takumi 5dr Auto,2024-08-05,,140
MAZDA,CX-30 HATCHBACK,2.0 e-Skyactiv X MHEV Homura 5dr Auto,2024-08-05,,Sunroof
MAZDA,CX-30 HATCHBACK,2.0 e-Skyactiv X MHEV Homura 5dr,2024-08-05,,Sunroof
MAZDA,CX-30 HATCHBACK,2.0 e-Skyactiv X MHEV Excl-Line 5dr Auto,2024-08-05,,Luxury
MAZDA,CX-30 HATCHBACK,2.0 e-Skyactiv X MHEV Exclusive-Line 5dr,2024-08-05,,Luxury
MAZDA,CX-80 DIESEL ESTATE,3.3d Exclusive-Line 5dr Auto AWD,2024-09-01,,
MAZDA,CX-80 ESTATE,2.5 PHEV Exclusive-Line 5dr Auto AWD,2024-09-01,,
MAXUS,MIFA 7 ESTATE,180kW Elite 77kWh 5dr Auto,2024-06-01,,7 Seat
MAXUS,MIFA 7 ESTATE,180kW Luxury 77kWh 5dr Auto,2024-06-01,,7 Seat
MAXUS,MIFA 7 ESTATE,180kW Premium 90kWh 5dr Auto,2024-06-01,,7 Seat
MAXUS,MIFA 9 ESTATE,180kW Elite 90kWh 5dr Auto,2022-11-10,,7 Seat
MAXUS,MIFA 9 ESTATE,180kW Luxury 90kWh 5dr Auto,2022-11-10,,7 Seat
MAXUS,MIFA 9 ESTATE,180kW Premium 90kWh 5dr Auto,2022-11-10,,7 Seat
MAXUS,MIFA 9 ESTATE,180kW Elite 90kWh 5dr Auto,2023-09-11,,8 Seat
MAXUS,MIFA 9 ESTATE,180kW Luxury 90kWh 5dr Auto,2023-09-11,,8 Seat
MASERATI,GRANCABRIO CONVERTIBLE,3.0 V6 Trofeo 2dr Auto,2024-02-29,,
MASERATI,GRANTURISMO ELECTRIC COUPE,560kW Folgore 92kWh 2dr Auto,2024-01-31,,
MASERATI,GRECALE ESTATE SPECIAL EDITION,48V MHEV Modena Sport 5dr Auto,2023-12-01,,
MASERATI,GHIBLI SALOON SPECIAL EDITION,V8 334 Ultima 4dr Auto,2023-08-01,,
MASERATI,LEVANTE ESTATE SPECIAL EDITION,V8 Ultima Blu Royale 5dr Auto,2023-08-01,,
MASERATI,LEVANTE ESTATE SPECIAL EDITION,V8 Ultima Nero Ribelle 5dr Auto,2023-08-01,,
MASERATI,GRANTURISMO COUPE,3.0 V6 Modena 2dr Auto,2023-09-23,,
MASERATI,GRANTURISMO COUPE,3.0 V6 Trofeo 2dr Auto,2023-09-23,,
MASERATI,GRECALE ESTATE SPECIAL EDITION,48V MHEV GT PrimaSerie 5dr Auto,2023-04-01,2024-02-29,
MASERATI,GRECALE ESTATE SPECIAL EDITION,48V MHEV Modena PrimaSerie 5dr Auto,2023-04-01,2024-02-29,330
MASERATI,GRECALE ESTATE SPECIAL EDITION,V6 Trofeo PrimaSerie 5dr Auto,2023-04-01,2024-02-29,
MASERATI,GHIBLI SALOON SPECIAL EDITION,Hybrid GT Ultima 4dr Auto,2023-07-01,,
MASERATI,GHIBLI SALOON SPECIAL EDITION,Hybrid GT Ultima Sport Pack 4dr Auto,2023-07-01,,
MASERATI,LEVANTE ESTATE SPECIAL EDITION,Hybrid GT Ultima 5dr Auto,2023-07-01,,
MASERATI,LEVANTE ESTATE SPECIAL EDITION,Hybrid GT Ultima Sport Pack 5dr Auto,2023-07-01,,
MASERATI,LEVANTE ESTATE SPECIAL EDITION,V6 430 Modena Ultima 5dr Auto,2023-07-01,,
MASERATI,GRECALE ELECTRIC ESTATE,410kW Folgore 105kWh 5dr Auto,2024-03-12,,
MASERATI,LEVANTE ESTATE SPECIAL EDITION,V6 430 F Tributo 5dr Auto,2022-10-01,2023-07-01,
MASERATI,GHIBLI SALOON,V6 430 Modena 4dr Auto,2022-05-25,,
MASERATI,LEVANTE ESTATE,V6 430 Modena 5dr Auto,2022-05-25,2023-07-01,
MASERATI,MC20 CIELO SPYDER,V6 2dr Auto,2022-08-01,,
MASERATI,MC20 CIELO SPYDER,V6 2dr Auto,2022-08-01,,Ext Carbon Pack
MASERATI,GRECALE ESTATE,48V MHEV GT 5dr Auto,2022-06-15,,
MASERATI,GRECALE ESTATE,48V MHEV Modena 5dr Auto,2022-06-15,,330
MASERATI,GRECALE ESTATE,V6 Trofeo 5dr Auto,2022-06-15,,
MASERATI,QUATTROPORTE SALOON SPECIAL EDITION,V8 MC Edition 4dr Auto,2022-04-01,2022-05-16,
MASERATI,LEVANTE ESTATE SPECIAL EDITION,V8 MC Edition 5dr Auto,2022-04-01,2022-05-25,
MASERATI,GHIBLI SALOON SPECIAL EDITION,V8 MC Edition 4dr Auto,2022-04-01,2022-05-25,
MASERATI,GRANTURISMO COUPE,3.0 V6 Trofeo Primaserie 2dr Auto,,,
MASERATI,GRANCABRIO ELECTRIC CONVERTIBLE,560kW Folgore 92kWh 2dr Auto,2024-05-15,,
MASERATI,GRANTURISMO ELECTRIC COUPE,560kW Folgore Primaserie Rame 92kWh 2dr Auto,2024-04-09,,
MASERATI,GRANTURISMO ELECTRIC COUPE,560kW Folgore Primaserie Blu 92kWh 2dr Auto,2024-04-09,,
LOTUS,EMIRA COUPE SPECIAL EDITION,2.0 First Edition 2dr DCT,2022-03-16,,
LOTUS,ELETRE ESTATE,450kW 112kWh 5dr Auto,2022-10-25,,
LOTUS,ELETRE ESTATE,450kW S 112kWh 5dr Auto,2022-10-25,,
LOTUS,ELETRE ESTATE,675kW R 112kWh 5dr Auto,2022-10-25,,
LOTUS,ELETRE ESTATE,450kW S 112kWh 5dr Auto,2022-10-25,,4 Seat
LOTUS,ELETRE ESTATE,675kW R 112kWh 5dr Auto,2022-10-25,,4 Seat
LOTUS,EMEYA SALOON,450kW 102kWh 4dr Auto,2023-09-07,,
LOTUS,EMEYA SALOON,450kW S 102kWh 4dr Auto,2023-09-07,,
LOTUS,EMEYA SALOON,450kW S 102kWh 4dr Auto,2023-09-07,,4 Seat
LOTUS,EMEYA SALOON,675kW R 102kWh 4dr Auto,2023-09-07,,
LOTUS,EMEYA SALOON,675kW R 102kWh 4dr Auto,2023-09-07,,4 Seat
LOTUS,EVIJA COUPE,1500kW 93kWh 2dr Auto,2023-04-01,,
LOTUS,EVIJA COUPE,1500kW Fittipaldi 93kWh 2dr Auto,2023-04-01,,
LEXUS,LC COUPE,500 5.0 Regatta Inspiration 2dr Auto,2023-05-18,2024-07-04,464
LEXUS,LC COUPE,500h 3.5 Regatta Inspiration 2dr Auto,2023-05-18,2024-03-01,
LEXUS,LC COUPE SPECIAL EDITIONS,500 5.0 Ultimate Edition 2dr Auto,2023-05-18,,464
LEXUS,LC CONVERTIBLE SPECIAL EDITIONS,500 5.0 Ultimate Edition 2dr Auto,2023-05-18,2024-07-04,464
LEXUS,NX ESTATE,350h 2.5 5dr E-CVT 2WD,2023-04-04,,Premium Pack/Link Pro
LEXUS,NX ESTATE,350h 2.5 5dr E-CVT 2,2023-04-04,,Premium/Pan roof/Link Pro
LEXUS,NX ESTATE,350h 2.5 5dr E-CVT 2WD,2023-04-04,2024-04-03,Premium Plus Pack
LEXUS,NX ESTATE,350h 2.5 5dr E-CVT 2WD,2023-04-04,,Premium Plus/Pan roof
LEXUS,NX ESTATE,350h 2.5 Takumi 5dr E-CVT 2WD,2023-04-04,,Sunroof
LEXUS,NX ESTATE,350h 2.5 Takumi 5dr E-CVT 2WD,2023-04-04,,Pan roof
LEXUS,RX ESTATE,350h 2.5 F-Sport Design 5dr E-CVT,2023-07-20,,
LEXUS,RX ESTATE,350h 2.5 F-Sport Design 5dr E-CVT,2023-07-20,,Pan Roof
LEXUS,RX ESTATE,450h+ 2.5 F-Sport Design 5dr E-CVT,2023-07-20,,
LEXUS,RX ESTATE,450h+ 2.5 F-Sport Design 5dr E-CVT,2023-07-20,,Pan Roof
LEXUS,LM ESTATE,350h 2.5 5dr E-CVT 2WD,2023-07-01,,
LEXUS,LM ESTATE,350h 2.5 5dr E-CVT,2023-07-01,,
LEXUS,LM ESTATE,350h 2.5 Takumi 5dr E-CVT,2023-07-01,,4 Seat
LEXUS,LBX HATCHBACK,1.5 Urban 5dr E-CVT,2023-10-03,,
LEXUS,LBX HATCHBACK,1.5 Premium 5dr E-CVT,2023-10-03,,
LEXUS,LBX HATCHBACK,1.5 Premium Plus 5dr E-CVT,2023-10-03,,
LEXUS,LBX HATCHBACK,1.5 Premium Plus Design 5dr E-CVT,2023-10-03,,
LEXUS,LBX HATCHBACK,1.5 Takumi 5dr E-CVT,2023-10-03,,
LEXUS,LBX HATCHBACK,1.5 Takumi Design 5dr E-CVT,2023-10-03,,
LEXUS,LBX HATCHBACK,1.5 Takumi 5dr E-CVT AWD,2023-10-03,,
LEXUS,LBX HATCHBACK,1.5 Takumi Design 5dr E-CVT AWD,2023-10-03,,
LEXUS,LBX HATCHBACK SPECIAL EDITIONS,1.5 Original Edition 5dr E-CVT,2023-10-03,,
LEXUS,ES SALOON,300h 2.5 Premium 4dr CVT,2024-04-01,,
LEXUS,ES SALOON,300h 2.5 Premium Plus 4dr CVT,2024-04-01,,
LEXUS,NX ESTATE,350h 2.5 Urban 5dr E-CVT 2WD,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 Premium 5dr E-CVT 2WD,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 Premium 5dr E-CVT 2WD,2024-05-01,,LL Pro
LEXUS,NX ESTATE,350h 2.5 Premium 5dr E-CVT 2WD,2024-05-01,,Pan roof
LEXUS,NX ESTATE,350h 2.5 Premium 5dr E-CVT 2WD,2024-05-01,,LL Pro/Pan roof
LEXUS,NX ESTATE,350h 2.5 Premium Plus 5dr E-CVT 2WD,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 Premium Plus 5dr E-CVT 2WD,2024-05-01,,Pan roof
LEXUS,NX ESTATE,350h 2.5 Takumi 5dr E-CVT 2WD,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 Urban 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 Premium 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 Premium 5dr E-CVT,2024-05-01,,LL Pro
LEXUS,NX ESTATE,350h 2.5 Premium 5dr E-CVT,2024-05-01,,Pan roof
LEXUS,NX ESTATE,350h 2.5 Premium 5dr E-CVT,2024-05-01,,LL Pro/Pan roof
LEXUS,NX ESTATE,350h 2.5 Premium Plus 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 Premium Plus 5dr E-CVT,2024-05-01,,Pan roof
LEXUS,NX ESTATE,350h 2.5 F-Sport 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 F-Sport 5dr E-CVT,2024-05-01,,Pan roof
LEXUS,NX ESTATE,350h 2.5 F-Sport Takumi 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,350h 2.5 Takumi 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,450h+ 2.5 Premium 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,450h+ 2.5 Premium 5dr E-CVT,2024-05-01,,LL Pro
LEXUS,NX ESTATE,450h+ 2.5 Premium 5dr E-CVT,2024-05-01,,Pan roof
LEXUS,NX ESTATE,450h+ 2.5 Premium 5dr E-CVT,2024-05-01,,LL Pro/Pan roof
LEXUS,NX ESTATE,450h+ 2.5 Premium Plus 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,450h+ 2.5 Premium Plus 5dr E-CVT,2024-05-01,,Pan roof
LEXUS,NX ESTATE,450h+ 2.5 F-Sport 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,450h+ 2.5 F-Sport 5dr E-CVT,2024-05-01,,Pan roof
LEXUS,NX ESTATE,450h+ 2.5 F-Sport Takumi 5dr E-CVT,2024-05-01,,
LEXUS,NX ESTATE,450h+ 2.5 Takumi 5dr E-CVT,2024-05-01,,
LEXUS,RC F COUPE SPECIAL EDITION,5.0 Ultimate Edition 2dr Auto,2024-01-03,2024-01-04,
LEXUS,UX HATCHBACK,300h 2.0 Urban 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h 2.0 Premium 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h 2.0 F-Sport Design 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h 2.0 F-Sport Design Tech 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h 2.0 Premium Plus 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h 2.0 F-Sport 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h 2.0 F-Sport Takumi 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h 2.0 Takumi 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h E4 2.0 Premium Plus 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h E4 2.0 F-Sport 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h E4 2.0 F-Sport Takumi 5dr CVT,2024-04-01,,
LEXUS,UX HATCHBACK,300h E4 2.0 Takumi 5dr CVT,2024-04-01,,
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh 5dr E-CVT,2022-11-21,,Premium+Pk/18Allo
LEXUS,RX ESTATE,350h 2.5 5dr E-CVT,2022-10-20,,Premium Pack
LEXUS,RX ESTATE,350h 2.5 5dr E-CVT,2022-10-20,,Premium Pack/Sun roof
LEXUS,RX ESTATE,350h 2.5 5dr E-CVT,2022-10-20,,Premium Plus Pack
LEXUS,RX ESTATE,350h 2.5 5dr E-CVT,2022-10-20,,Premium Plus Pack/Pan roof
LEXUS,RX ESTATE,350h 2.5 Takumi 5dr E-CVT,2022-10-20,,
LEXUS,RX ESTATE,450h+ 2.5 5dr E-CVT,2022-10-20,,Premium Pack
LEXUS,RX ESTATE,450h+ 2.5 5dr E-CVT,2022-10-20,,Premium Pack/Sunroof
LEXUS,RX ESTATE,450h+ 2.5 5dr E-CVT,2022-10-20,,Premium Plus Pack
LEXUS,RX ESTATE,450h+ 2.5 5dr E-CVT,2022-10-20,,Premium Plus Pack/Panroof
LEXUS,RX ESTATE,450h+ 2.5 Takumi 5dr E-CVT,2022-10-20,,
LEXUS,RX ESTATE,500h 2.4 Direct4 F-Sport 5dr Auto,2022-10-20,,
LEXUS,RX ESTATE,500h 2.4 Direct4 F-Sport 5dr Auto,2022-10-20,,Takumi
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Dir4 71 kWh 5dr Auto Premium+/Bi-tone,2022-07-19,,
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Dir4 Takumi 71 kWh 5dr Auto,2022-07-19,,Bi-tone
LEXUS,RZ ELECTRIC ESTATE,"450e 230kW Dir4 71 kWh 5dr Auto Prem/20"" Wheels",2022-07-19,,
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh 5dr E-CVT,2022-11-21,,
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh 5dr E-CVT,2022-11-21,,Premium Plus Pack
LEXUS,UX ELECTRIC HATCHBACK,300e 150kW 72.8 kWh 5dr E-CVT,2022-11-21,,Takumi Pack
LEXUS,RC F COUPE SPECIAL EDITION,5.0 Takumi Edition 2dr Auto,2023-03-01,,
LEXUS,NX ESTATE,350h 2.5 5dr E-CVT 2WD,2022-01-04,,Premium Pack/Pan roof
LEXUS,NX ESTATE,350h 2.5 5dr E-CVT 2WD,2022-01-04,,
LEXUS,NX ESTATE,350h 2.5 5dr E-CVT 2WD,2022-01-04,,Premium Pack
LEXUS,UX HATCHBACK,250h 2.0 F-Sport Design 5dr CVT,2022-06-01,,
LEXUS,UX HATCHBACK,250h 2.0 5dr CVT,2022-06-01,2024-04-29,Premium Pack/Tahara Leather/LD
LEXUS,LC COUPE SPECIAL EDITIONS,500h 3.5 Hokkaido Edition 2dr Auto,2022-04-19,2022-09-12,
LEXUS,LC COUPE SPECIAL EDITIONS,500 5.0 Hokkaido Edition 2dr Auto,2022-04-19,2022-09-12,464
LEXUS,LC CONVERTIBLE SPECIAL EDITIONS,500 5.0 Hokkaido Edition 2dr Auto,2022-04-19,2022-09-12,464
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Direct4 71 kWh 5dr Auto,2022-07-19,,Premium
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Direct4 71 kWh 5dr Auto,2022-07-19,,Premium +
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Direct4 Takumi 71 kWh 5dr Auto,2022-07-19,,
LEXUS,RZ ELECTRIC ESTATE,450e 230kW Direct4 71 kWh 5dr Auto,2024-10-01,,"Premium+/18"""
LEXUS,RZ ELECTRIC ESTATE,"450e 230kW Dir4 71 kWh 5dr Auto Prem+/18""/Bi-ton",2024-10-01,,
LEXUS,RZ ELECTRIC ESTATE,450e 230KW Direct4 Urban 71 kWh 5dr Auto,2024-07-01,,
LEVC,TX SALOON,110kW Vista Comfort 34.6kWh 4dr Auto,2022-12-01,,
LEVC,TX SALOON,110kW Access 34.6kWh 4dr Auto,2023-04-01,,
LEVC,TX SALOON,110kW Vista Comfort Plus 34.6kWh 4dr Auto,2022-12-01,,
LEVC,TX SALOON,110kW Icon 34.6kWh 4dr Auto,2022-12-01,,6 seat
LEVC,TX SALOON,110kW Vista 34.6kWh 4dr Auto,2022-12-01,,
LEVC,TX SALOON,110kW Icon 31kWh 4dr Auto,2022-09-01,2022-12-01,6 seat
LEVC,TX SALOON,110kW Icon 31kWh 4dr Auto,2022-09-01,2022-12-01,22kWCh
LEVC,TX SALOON,110kW Icon Shuttle 31kWh 4dr Auto [22kWC,2022-09-01,2022-12-01,6seat
LEVC,TX SALOON,110kW Icon Shuttle 31kWh 4dr Auto,2022-09-01,2022-12-01,22kWCh
LEVC,TX SALOON,110kW Vista Comfort 31kWh 4dr Auto,2022-09-01,2022-12-01,22kWCh
LEVC,TX SALOON,110kW Vista Comfort Plus 31kWh 4dr Auto,2022-09-01,2022-12-01,22kWCh
LEVC,TX SALOON,110kW Vista 31kWh 4dr Auto,2022-09-01,2022-12-01,22kWCh
LEVC,TX SALOON,110kW Icon 34.6kWh 4dr Auto,2022-12-01,,
LEVC,TX SALOON,110kW Icon 34.6kWh 4dr Auto,2022-12-01,,22kW
LEVC,TX SALOON,110kW Vista 34.6kWh 4dr Auto,2022-12-01,,22kW
LEVC,TX SALOON,110kW Vista Comfort 34.6kWh 4dr Auto,2022-12-01,,22kW
LEVC,TX SALOON,110kW Vista Comfort Plus 34.6kWh 4dr Auto,2022-12-01,,22kW
LEVC,TX SALOON,110kW Access 34.6kWh 4dr Auto,2023-04-01,,22kW
LAND ROVER,DISCOVERY SW,3.0 P360 Dynamic SE 5dr Auto,2023-05-10,2024-05-07,
LAND ROVER,DISCOVERY SW,3.0 P360 Dynamic HSE 5dr Auto,2023-05-10,2024-05-07,
LAND ROVER,DISCOVERY DIESEL SW,3.0 D250 Dynamic HSE 5dr Auto,2023-05-10,2024-05-07,
