Brand,Model,Derivative,Introduced,Discontinued,Package
SKODA,ENYAQ IV ESTATE,150kW 80 ecoSuite 82kWh 5dr Auto,2022-07-19,2023-10-05,125kW
SKODA,ENYAQ IV ESTATE,150kW 80 Sportline Plus 82kWh 5dr Auto,2022-07-19,2023-10-05,Advanced
SKODA,ENYAQ IV ESTATE,195kW 80x Sportline Plus 82kWh 4x4 5dr Auto,2022-07-19,2023-10-05,Adv
SKODA,ENYAQ IV ESTATE,150kW 80 Sportline Plus 82kWh 5dr Auto,2022-07-19,2023-10-05,Maxx
SKODA,ENYAQ IV ESTATE,195kW 80x Sportline Plus 82kWh 4x4 5dr Auto,2022-07-19,2023-10-05,Max
SKODA,ENYAQ IV ESTATE,220kW vRS 82kWh 4x4 5dr Auto,2023-01-17,2023-10-05,Advanced
SKODA,ENYAQ IV ESTATE,220kW vRS 82kWh 4x4 5dr Auto,2023-01-17,2023-10-05,Maxx
SKODA,ENYAQ IV COUPE,150KW 80 Loft 82KWh 5dr Auto,2023-01-17,2023-10-05,Clever
SKODA,ENYAQ IV COUPE,150KW 80 Loft 82KWh 5dr Auto,2023-01-17,2023-10-05,Plus
SKODA,ENYAQ IV COUPE,150KW 80 Lounge 82KWh 5dr Auto,2023-01-17,2023-10-05,Clever
SKODA,ENYAQ IV COUPE,150KW 80 Lounge 82KWh 5dr Auto,2023-01-17,2023-10-05,Plus
SKODA,ENYAQ IV COUPE,150KW 80 Suite 82KWh 5dr Auto,2023-01-17,2023-10-05,Clever
SKODA,ENYAQ IV COUPE,150KW 80 Suite 82KWh 5dr Auto,2023-01-17,2023-10-05,Plus
SKODA,ENYAQ IV COUPE,150KW 80 ecoSuite 82KWh 5dr Auto,2023-01-17,2023-10-05,Clever
SKODA,ENYAQ IV COUPE,150KW 80 ecoSuite 82KWh 5dr Auto,2023-01-17,2023-10-05,Plus
SKODA,ENYAQ IV COUPE,150kW 80 Sportline Plus 82kWh 5dr Auto,2023-01-17,2023-10-05,Advanced
SKODA,ENYAQ IV COUPE,150kW 80 Sportline Plus 82kWh 5dr Auto,2023-01-17,2023-10-05,Maxx
SKODA,ENYAQ IV COUPE,195kW 80x Sportline Plus 82kWh 4x4 5dr Auto,2023-01-17,2023-10-05,Adv
SKODA,ENYAQ IV COUPE,195kW 80x Sportline Plus 82kWh 4x4 5dr Auto,2023-01-17,2023-10-05,Max
SKODA,ENYAQ IV COUPE,220kW vRS 82kWh 4x4 5dr Auto,2022-07-19,2023-10-05,Advanced
SKODA,ENYAQ IV COUPE,220kW vRS 82kWh 4x4 5dr Auto,2022-07-19,2023-10-05,Maxx
SKODA,ENYAQ IV ESTATE,150kW 80 Sportline Plus 82kWh 5dr Auto,2022-07-19,2023-10-05,
SKODA,ENYAQ IV ESTATE,195kW 80x Sportline Plus 82kWh 4x4 5dr Auto,2022-07-19,2023-10-05,
SKODA,ENYAQ IV COUPE,220kW vRS 82kWh 4x4 5dr Auto,2022-02-14,2023-10-05,
SKODA,FABIA HATCHBACK,1.0 TSI 110 Monte Carlo 5dr,2022-03-01,2024-02-06,
SKODA,FABIA HATCHBACK,1.0 TSI 110 Monte Carlo 5dr DSG,2022-03-01,2024-02-06,
SKODA,FABIA HATCHBACK,1.5 TSI 150 Monte Carlo 5dr DSG,2022-03-01,2024-08-02,
SKODA,KAROQ ESTATE,1.0 TSI SE Drive 5dr,2022-02-02,2024-03-14,
SKODA,KAROQ DIESEL ESTATE,2.0 TDI SE Drive 5dr,2022-02-02,2023-08-19,
SKODA,KAROQ ESTATE,1.5 TSI SE Drive 5dr,2022-02-02,2024-10-16,
SKODA,KAROQ ESTATE,1.5 TSI SE Drive 5dr DSG,2022-02-02,2024-10-16,
SKODA,KAROQ ESTATE,1.0 TSI SE L 5dr,2022-02-02,2024-03-14,
SKODA,KAROQ ESTATE,1.5 TSI SE L 5dr,2022-02-02,2024-10-16,
SKODA,KAROQ ESTATE,1.5 TSI SE L 5dr DSG,2022-02-02,2024-10-16,
SKODA,KAROQ ESTATE,1.5 TSI Sportline 5dr,2022-02-02,2024-10-16,
SKODA,KAROQ ESTATE,1.5 TSI Sportline 5dr DSG,2022-02-02,2024-10-16,
SKODA,KAROQ ESTATE,2.0 TSI Sportline 4x4 5dr DSG,2022-02-02,2024-10-16,
SKODA,KAROQ DIESEL ESTATE,2.0 TDI SE Drive 5dr DSG,2022-02-02,2023-08-19,
SKODA,KAROQ DIESEL ESTATE,2.0 TDI SE Drive 5dr,2022-02-02,2023-04-04,150
SKODA,KAROQ DIESEL ESTATE,2.0 TDI SE L 5dr,2022-02-02,2023-08-19,
SKODA,KAROQ DIESEL ESTATE,2.0 TDI SE L 5dr DSG,2022-02-02,2023-08-19,
SKODA,KAROQ DIESEL ESTATE,2.0 TDI SE L 4x4 5dr DSG,2022-02-02,2024-10-16,150
SKODA,KAROQ DIESEL ESTATE,2.0 TDI SE L 5dr,2022-02-02,2023-04-04,150
SKODA,KAROQ DIESEL ESTATE,2.0 TDI Sportline 5dr,2022-02-02,2023-11-01,150
SKODA,KAROQ DIESEL ESTATE,2.0 TDI Sportline 4x4 5dr DSG,2022-02-02,2024-10-16,150
SILENCE,S04 HATCHBACK,22kW Premium 11.2kWh 3dr Auto,2023-12-01,,
SERES,SERES 3,120kW Active 54kWh 5dr Auto,2024-05-01,,
SERES,SERES 3,120kW Spirit 54kWh 5dr Auto,2024-05-01,,
SEAT,ATECA ESTATE,1.0 TSI 115 SE 5dr,2024-03-26,,
SEAT,ATECA ESTATE,1.0 TSI 115 SE Technology 5dr,2024-03-26,,
SEAT,ARONA HATCHBACK SPECIAL EDITION,1.0 TSI 115 FR Limited Edition 5dr,2024-04-09,2024-08-16,
SEAT,ARONA HATCHBACK SPECIAL EDITION,1.0 TSI 115 FR Limited Edition 5dr DSG,2024-04-09,2024-08-16,
SEAT,IBIZA HATCHBACK SPECIAL EDITION,1.0 TSI Anniversary Limited Edition 5dr,2024-04-09,,
SEAT,IBIZA HATCHBACK SPECIAL EDITION,1.0 TSI 115 Anniversary Limited Edition 5dr,2024-04-09,,
SEAT,IBIZA HATCHBACK SPECIAL EDITION,1.0 TSI 115 Anniversary Limited Edition 5dr DSG,2024-04-09,,
SEAT,IBIZA HATCHBACK,1.0 TSI 115 FR 5dr,2024-02-13,,
SEAT,IBIZA HATCHBACK,1.0 TSI 115 FR 5dr DSG,2024-02-13,,
SEAT,IBIZA HATCHBACK,1.0 TSI 115 FR Sport 5dr,2024-02-13,,
SEAT,IBIZA HATCHBACK,1.0 TSI 115 FR Sport 5dr DSG,2024-02-13,,
SEAT,IBIZA HATCHBACK,1.0 TSI 115 Xcellence 5dr,2024-02-13,,
SEAT,IBIZA HATCHBACK,1.0 TSI 115 Xcellence 5dr DSG,2024-02-13,,
SEAT,IBIZA HATCHBACK,1.0 TSI 115 Xcellence Lux 5dr,2024-02-13,,
SEAT,IBIZA HATCHBACK,1.0 TSI 115 Xcellence Lux 5dr DSG,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 FR 5dr DSG,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 FR 5dr,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 SE Technology 5dr DSG,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 FR Sport 5dr,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 FR Sport 5dr DSG,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 SE 5dr DSG,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 XPERIENCE 5dr,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 XPERIENCE 5dr DSG,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 XPERIENCE Lux 5dr,2024-02-13,,
SEAT,ARONA HATCHBACK,1.0 TSI 115 XPERIENCE Lux 5dr DSG,2024-02-13,,
SEAT,ATECA ESTATE SPECIAL EDITIONS,1.5 TSI EVO FR Black Edition 5dr DSG,2023-05-04,2023-06-16,
SEAT,ATECA ESTATE SPECIAL EDITIONS,1.5 TSI EVO FR Black Edition 5dr,2023-05-04,2023-06-16,
SEAT,TARRACO ESTATE,1.5 EcoTSI Xperience 5dr,2022-07-19,2023-02-06,
SEAT,TARRACO ESTATE,1.5 EcoTSI Xperience 5dr DSG,2022-07-19,2024-02-10,
SEAT,TARRACO ESTATE,2.0 EcoTSI Xperience 5dr DSG 4Drive,2022-07-19,2023-04-21,
SEAT,TARRACO ESTATE,2.0 EcoTSI 245 Xperience 5dr DSG 4Drive,2022-07-19,2023-02-06,
SEAT,TARRACO DIESEL ESTATE,2.0 TDI Xperience 5dr,2022-07-19,2023-02-06,
SEAT,TARRACO DIESEL ESTATE,2.0 TDI Xperience 5dr DSG,2022-07-19,2024-02-10,
SEAT,TARRACO DIESEL ESTATE,2.0 TDI 200 Xperience 5dr DSG 4Drive,2022-07-19,2023-04-21,
SEAT,TARRACO ESTATE,1.5 EcoTSI Xperience Lux 5dr,2022-07-19,2023-02-06,
SEAT,TARRACO ESTATE,1.5 EcoTSI Xperience Lux 5dr DSG,2022-07-19,2024-02-10,
SEAT,TARRACO ESTATE,2.0 EcoTSI Xperience Lux 5dr DSG 4Drive,2022-07-19,2023-04-21,
SEAT,TARRACO ESTATE,2.0 EcoTSI 245 Xperience Lux 5dr DSG 4Drive,2022-07-19,2023-02-06,
SEAT,TARRACO DIESEL ESTATE,2.0 TDI Xperience Lux 5dr,2022-07-19,2023-02-06,
SEAT,TARRACO DIESEL ESTATE,2.0 TDI Xperience Lux 5dr DSG,2022-07-19,2024-02-10,
SEAT,TARRACO DIESEL ESTATE,2.0 TDI 200 Xperience Lux 5dr DSG 4Drive,2022-07-19,2023-04-21,
SEAT,ATECA ESTATE,1.5 TSI EVO FR Edition 5dr,2022-09-01,2023-04-04,
SEAT,ATECA ESTATE,1.5 TSI EVO FR Edition 5dr DSG,2022-09-01,2023-04-04,
SEAT,ATECA ESTATE,1.5 TSI EVO Xperience Edition 5dr,2022-09-01,2023-04-04,
SEAT,ATECA ESTATE,1.5 TSI EVO Xperience Edition 5dr DSG,2022-09-01,2023-04-04,
SEAT,ATECA DIESEL ESTATE,2.0 TDI 150 FR Edition 5dr,2022-09-01,2023-06-20,
SEAT,ATECA DIESEL ESTATE,2.0 TDI 150 FR Edition 5dr DSG,2022-09-01,2023-06-20,
SEAT,ATECA DIESEL ESTATE,2.0 TDI 150 Xperience Edition 5dr,2022-09-01,2023-06-20,
SEAT,ATECA DIESEL ESTATE,2.0 TDI 150 Xperience Edition 5dr DSG,2022-09-01,2023-06-20,
SEAT,ARONA HATCHBACK,1.0 TSI SE Edition 5dr,2022-09-01,2022-12-05,
SEAT,ARONA HATCHBACK,1.0 TSI 110 SE Edition 5dr DSG,2022-09-01,2022-12-05,
SEAT,ARONA HATCHBACK,1.0 TSI 110 FR Edition 5dr,2022-09-01,2022-12-05,
SEAT,ARONA HATCHBACK,1.0 TSI 110 FR Edition 5dr DSG,2022-09-01,2022-12-05,
SEAT,ARONA HATCHBACK,1.5 TSI 150 FR Edition 5dr DSG,2022-09-01,2022-12-05,
SEAT,IBIZA HATCHBACK,1.0 MPI SE Edition 5dr,2022-09-01,2022-12-05,
SEAT,IBIZA HATCHBACK,1.0 MPI FR Edition 5dr,2022-09-01,2022-12-05,
SEAT,IBIZA HATCHBACK,1.0 TSI 95 SE Edition 5dr,2022-09-01,2022-12-05,
SEAT,IBIZA HATCHBACK,1.0 TSI 95 FR Edition 5dr,2022-09-01,2022-12-05,
SEAT,IBIZA HATCHBACK,1.0 TSI 110 FR Edition 5dr,2022-09-01,2022-12-05,
SEAT,IBIZA HATCHBACK,1.0 TSI 110 FR Edition 5dr DSG,2022-09-01,2022-12-05,
SEAT,LEON ESTATE,1.5 TSI 115 SE 5dr,2024-07-23,,Driver Assistance Pack
SEAT,LEON ESTATE,1.5 eTSI 115 SE 5dr DSG,2024-07-23,,Driver Assistance Pack
SEAT,LEON ESTATE,1.5 TSI 115 SE Dynamic 5dr,2024-07-23,,Driver Assistance
SEAT,LEON ESTATE,1.5 eTSI 115 SE Dynamic 5dr DSG,2024-07-23,,DAP
SEAT,LEON ESTATE,1.5 TSI 115 FR 5dr,2024-07-23,,Driver Assistance Pack
SEAT,LEON ESTATE,1.5 eTSI 115 FR 5dr DSG,2024-07-23,,Driver Assistance Pack
SEAT,LEON ESTATE,1.5 TSI 150 FR 5dr,2024-07-23,,Driver Assistance Pack
SEAT,LEON ESTATE,1.5 eTSI 150 FR 5dr DSG,2024-07-23,,Driver Assistance Pack
SEAT,LEON ESTATE,1.5 e-Hybrid FR 5dr DSG,2024-07-23,,Driver Assistance Pack
SEAT,LEON ESTATE,1.5 eTSI 115 FR Sport 5dr DSG,2024-07-23,,Driver Assistance
SEAT,LEON ESTATE,1.5 TSI 150 FR Sport 5dr,2024-07-23,,Driver Assistance
SEAT,LEON ESTATE,1.5 eTSI 150 FR Sport 5dr DSG,2024-07-23,,Driver Assistance
SEAT,LEON ESTATE,1.5 e-Hybrid FR Sport 5dr DSG,2024-07-23,,Driver Assistance
SEAT,LEON DIESEL ESTATE,2.0 TDI EVO SE 5dr,2024-07-23,,Driver Assistance Pack
SEAT,LEON DIESEL ESTATE,2.0 TDI EVO SE Dynamic 5dr,2024-07-23,,DAP
SEAT,LEON DIESEL ESTATE,2.0 TDI EVO 150 FR 5dr DSG,2024-07-23,,Driver Assistance
SEAT,LEON DIESEL ESTATE,2.0 TDI EVO 150 FR Sport 5dr DSG,2024-07-23,,DAP
SEAT,ARONA HATCHBACK,1.0 TSI S 5dr,2024-09-18,,
SEAT,LEON HATCHBACK,1.5 TSI 115 SE 5dr,2024-07-23,,Driver Assistance Pack
SEAT,LEON HATCHBACK,1.5 eTSI 115 SE 5dr DSG,2024-07-23,,Driver Assistance Pack
SEAT,LEON HATCHBACK,1.5 TSI 115 SE Dynamic 5dr,2024-07-23,,Driver Assistance
SEAT,LEON HATCHBACK,1.5 eTSI 115 SE Dynamic 5dr DSG,2024-07-23,,DAP
SEAT,LEON HATCHBACK,1.5 TSI 115 FR 5dr,2024-07-23,,Driver Assistance Pack
SEAT,LEON HATCHBACK,1.5 eTSI 115 FR 5dr DSG,2024-07-23,,Driver Assistance Pack
SEAT,LEON HATCHBACK,1.5 TSI 150 FR 5dr,2024-07-23,,Driver Assistance Pack
SEAT,LEON HATCHBACK,1.5 eTSI 150 FR 5dr DSG,2024-07-23,,Driver Assistance Pack
SEAT,LEON HATCHBACK,1.5 e-Hybrid FR 5dr DSG,2024-07-23,,Driver Assistance Pack
SEAT,LEON HATCHBACK,1.5 eTSI 115 FR Sport 5dr DSG,2024-07-23,,Driver Assistance
SEAT,LEON HATCHBACK,1.5 TSI 150 FR Sport 5dr,2024-07-23,,Driver Assistance
SEAT,LEON HATCHBACK,1.5 eTSI 150 FR Sport 5dr DSG,2024-07-23,,Driver Assistance
SEAT,LEON HATCHBACK,1.5 e-Hybrid FR Sport 5dr DSG,2024-07-23,,Driver Assistance
SEAT,LEON DIESEL HATCHBACK,2.0 TDI EVO SE 5dr,2024-07-23,,Driver Assistance Pack
SEAT,LEON DIESEL HATCHBACK,2.0 TDI EVO SE Dynamic 5dr,2024-07-23,,DAP
SEAT,LEON DIESEL HATCHBACK,2.0 TDI EVO 150 FR 5dr DSG,2024-07-23,,Driver Assistance
SEAT,LEON DIESEL HATCHBACK,2.0 TDI EVO 150 FR Sport 5dr DSG,2024-07-23,,DAP
ROLLS-ROYCE,CULLINAN ESTATE,II 5dr Auto,2024-05-07,,
ROLLS-ROYCE,CULLINAN ESTATE,II Black Badge 5dr Auto,2024-05-07,,
ROLLS-ROYCE,PHANTOM SALOON,II 4dr Auto,2023-01-01,,
ROLLS-ROYCE,PHANTOM SALOON,II 4dr Auto EWB,2023-01-01,,
ROLLS-ROYCE,SPECTRE COUPE,430kW 120kWh 2dr Auto,2023-08-01,,
RENAULT,ARKANA ESTATE,1.6 E-Tech FHEV 145 Esprit Alpine 5dr Auto,2023-08-18,,
RENAULT,MEGANE E-TECH HATCHBACK,EV60 160kW Techno+ 60kWh Optimum Charge 5dr Auto,2023-08-01,2024-03-31,
RENAULT,ARKANA ESTATE,1.6 E-Tech FHEV 145 Evolution 5dr Auto,2023-08-14,,
RENAULT,ARKANA ESTATE,1.6 E-Tech FHEV 145 Techno 5dr Auto,2023-08-14,,
RENAULT,CLIO HATCHBACK,1.0 TCe 90 Evolution 5dr,2023-09-01,,
RENAULT,CLIO HATCHBACK,1.0 TCe 90 Techno 5dr,2023-09-01,,
RENAULT,CLIO HATCHBACK,1.0 TCe 90 Esprit Alpine 5dr,2023-09-01,,
RENAULT,CLIO HATCHBACK,1.6 E-TECH full hybrid 145 Evolution 5dr Auto,2023-08-01,,
RENAULT,CLIO HATCHBACK,1.6 E-TECH full hybrid 145 Techno 5dr Auto,2023-08-01,,
RENAULT,CLIO HATCHBACK,1.6 E-TECH full hybrid 145 Esprit Alpine 5dr Aut,2023-08-01,,
RENAULT,AUSTRAL ESTATE,E-Tech Full Hybrid Techno 5dr Auto,2023-05-13,,
RENAULT,AUSTRAL ESTATE,E-Tech FHEV Techno Esprit Alpine 5dr Auto,2023-05-13,,
RENAULT,AUSTRAL ESTATE,E-Tech FHEV Iconic Esprit Alpine 5dr Auto 4C,2023-05-13,2024-04-17,
RENAULT,RAFALE ESTATE,E-Tech Full Hybrid Techno 5dr Auto,2024-07-30,,
RENAULT,RAFALE ESTATE,E-Tech FHEV Techno Esprit Alpine 5dr Auto 4C,2024-07-30,,
RENAULT,RAFALE ESTATE,E-Tech FHEV Iconic Esprit Alpine 5dr Auto 4C,2024-07-30,,
RENAULT,SCENIC E-TECH ELECTRIC ESTATE,125kW Techno 60kWh Comfort Range 5dr Auto,2024-03-16,,
RENAULT,SCENIC E-TECH ELECTRIC ESTATE,160kW Techno 87kWh Long Range 5dr Auto,2023-10-19,,
RENAULT,SCENIC E-TECH ELECTRIC ESTATE,160kW Esprit Alpine 87kWh Long Range 5dr Auto,2023-10-19,,
RENAULT,SCENIC E-TECH ELECTRIC ESTATE,160kW Iconic 87kWh Long Range 5dr Auto,2023-10-19,,
RENAULT,ARKANA ESTATE,1.6 E-Tech hybrid 145 Engineered Bose Ed 5dr Aut,2023-02-16,2023-05-29,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech hybrid 145 Engineered BOSE Edn 5dr Au,2023-02-16,2024-07-05,
RENAULT,MEGANE E-TECH HATCHBACK,EV60 160kW Iconic 60kWh Optimum Charge 5dr Auto,2022-11-14,2024-03-31,
RENAULT,ZOE HATCHBACK,100kW Techno R135 50kWh 5dr Auto,2022-07-04,2024-07-05,
RENAULT,ZOE HATCHBACK,100kW Techno R135 50kWh Boost Charge 5dr Auto,2022-07-04,2024-07-05,
RENAULT,ZOE HATCHBACK,100kW Iconic R135 50kWh Boost Charge 5dr Auto,2022-07-04,2024-07-05,
RENAULT,CLIO HATCHBACK,1.6 E-TECH full hybrid 145 Engineered 5dr Auto,2022-06-01,2023-10-25,
RENAULT,ARKANA ESTATE,1.6 E-Tech full hybrid 145 Engineered 5dr Auto,2022-07-11,2023-05-29,
RENAULT,ARKANA ESTATE,1.6 E-Tech full hybrid 145 Evolution 5dr Auto,2022-07-11,2023-08-14,
RENAULT,ARKANA ESTATE,1.6 E-Tech full hybrid 145 Techno 5dr Auto,2022-07-11,2023-08-14,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech full hybrid 145 Engineered 5dr Auto,2022-06-01,,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech Plug-in hybrid 160 Engineered 5dr Aut,2022-06-01,2024-07-05,
RENAULT,ARKANA ESTATE,1.3 Mild hybrid 140 Evolution 5dr EDC,2022-07-11,2023-05-29,
RENAULT,ARKANA ESTATE,1.3 Mild hybrid 140 Techno 5dr EDC,2022-07-11,2023-05-29,
RENAULT,CAPTUR HATCHBACK SPECIAL EDITIONS,1.6 E-Tech full hybrid 145 Rive Gauche 5dr Auto,2022-01-15,2024-07-05,
RENAULT,CAPTUR HATCHBACK SPECIAL EDITIONS,1.0 TCE 90 Rive Gauche 5dr,2022-01-15,2024-07-05,
RENAULT,CLIO HATCHBACK SPECIAL EDITIONS,1.6 E-TECH Hybrid 140 Lutecia SE 5dr Auto,2022-02-01,2022-03-17,
RENAULT,CAPTUR HATCHBACK,1.0 TCE 90 Evolution 5dr,2022-03-17,2024-07-05,
RENAULT,CAPTUR HATCHBACK,1.3 Mild hybrid 140 Evolution 5dr,2022-03-17,2024-07-05,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech full hybrid 145 Evolution 5dr Auto,2022-03-17,,
RENAULT,CAPTUR HATCHBACK,1.0 TCE 90 Techno 5dr,2022-03-17,2024-07-05,
RENAULT,CAPTUR HATCHBACK,1.3 Mild hybrid 140 Techno 5dr,2022-03-17,2022-12-15,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech full hybrid 145 Techno 5dr Auto,2022-03-17,,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech Plug-in hybrid 160 Techno 5dr Auto,2022-03-17,2024-07-05,
RENAULT,ZOE HATCHBACK SPECIAL EDITION,80kW SE R110 50kWh Rapid Charge 5dr Auto,2022-04-01,2023-01-17,
RENAULT,ZOE HATCHBACK SPECIAL EDITION,100kW GT R135 50kWh Rapid Charge 5dr Auto,2022-04-01,2023-01-17,
RENAULT,CLIO HATCHBACK,1.0 TCe 90 Evolution 5dr,2022-03-17,2023-10-25,
RENAULT,CLIO HATCHBACK,1.6 E-TECH full hybrid 145 Evolution 5dr Auto,2022-03-17,2023-10-25,
RENAULT,CLIO HATCHBACK,1.0 TCe 90 Techno 5dr,2022-03-17,2023-10-25,
RENAULT,CLIO HATCHBACK,1.6 E-TECH full hybrid 145 Techno 5dr Auto,2022-03-17,2023-10-25,
RENAULT,CLIO HATCHBACK,1.6 E-TECH full hybrid 145 RS Line 5dr Auto,2022-03-17,2023-02-01,
RENAULT,MEGANE E-TECH HATCHBACK,EV60 160kW Equilibre 60kWh Optimum Charge 5dr Au,2022-04-05,2024-03-31,
RENAULT,MEGANE E-TECH HATCHBACK,EV60 160kW Evolution Comfort Range 60kWh 5dr Aut,2024-04-17,,
RENAULT,MEGANE E-TECH HATCHBACK,EV60 160kW Techno 60kWh Optimum Charge 5dr Auto,2022-04-05,2024-05-01,
RENAULT,MEGANE E-TECH HATCHBACK SPECIAL EDITION,EV60 160kW Launch Edition 60kWh OC 5dr Auto,2022-04-05,2023-07-12,
RENAULT,SYMBIOZ ESTATE,1.6 E-Tech FHEV 145 Techno 5dr Auto,2024-07-10,,
RENAULT,SYMBIOZ ESTATE,1.6 E-Tech FHEV 145 Techno Esprit Alpine 5dr Aut,2024-07-10,,
RENAULT,SYMBIOZ ESTATE,1.6 E-Tech FHEV 145 Iconic Esprit Alpine 5dr Aut,2024-07-10,,
RENAULT,RAFALE ESTATE,E-Tech PHEV Techno Esprit Alpine AWD 5dr Auto,2024-09-09,,
RENAULT,RAFALE ESTATE,E-Tech PHEV Atelier Alpine AWD 5dr Auto,2024-09-09,,
RENAULT,AUSTRAL ESTATE,E-Tech FHEV Iconic Esprit Alpine 5dr Auto,2024-04-17,,
RENAULT,MEGANE E-TECH HATCHBACK,EV60 160kW Techno Comfort Range 60kWh 5dr Auto,2024-04-17,,
RENAULT,MEGANE E-TECH HATCHBACK,EV60 160kW Iconic Comfort Range 60kWh 5dr Auto,2024-04-17,,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech Full Hybrid 145 Esprit Alpine 5dr Aut,2024-06-14,,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech Full Hybrid 145 Evolution 5dr Auto,2024-06-14,,
RENAULT,CAPTUR HATCHBACK,1.0 TCE 90 Evolution 5dr,2024-06-14,,
RENAULT,CAPTUR HATCHBACK,1.6 E-Tech Full Hybrid 145 Techno 5dr Auto,2024-06-14,,
RENAULT,CAPTUR HATCHBACK,1.0 TCE 90 Techno 5dr,2024-06-14,,
PORSCHE,TAYCAN SALOON,580kW Turbo GT 105kWh 4dr Auto,2024-03-11,,
PORSCHE,TAYCAN SALOON,580kW Turbo GT 105kWh 4dr Auto,2024-03-11,,Weissach Pack
PORSCHE,CAYENNE ESTATE,GTS 5dr Tiptronic S,2024-04-22,,
PORSCHE,CAYENNE COUPE,GTS 5dr Tiptronic S,2024-04-22,,
PORSCHE,CAYENNE COUPE,GTS 5dr Tiptronic S,2024-04-22,,5 Seat
PORSCHE,911 [992] CARRERA 4 CABRIOLET,GTS t-Hybrid 2dr PDK,2024-05-28,,
PORSCHE,911 [992] CARRERA 4 COUPE,GTS t-Hybrid 2dr PDK,2024-05-28,,
PORSCHE,911 [992] CARRERA 4 COUPE,GTS t-Hybrid 2dr PDK,2024-05-28,,4 Seat
PORSCHE,911 [992] CARRERA CABRIOLET,2dr PDK,2024-05-28,,
PORSCHE,911 [992] CARRERA CABRIOLET,GTS t-Hybrid 2dr PDK,2024-05-28,,
PORSCHE,911 [992] CARRERA COUPE,2dr PDK,2024-05-28,,
PORSCHE,911 [992] CARRERA COUPE,GTS t-Hybrid 2dr PDK,2024-05-28,,
PORSCHE,911 [992] CARRERA COUPE,2dr PDK,2024-05-28,,4 Seat
PORSCHE,911 [992] CARRERA COUPE,GTS t-Hybrid 2dr PDK,2024-05-28,,4 Seat
PORSCHE,911 [992] TARGA 4,GTS t-Hybrid 2dr PDK,2024-05-28,,
PORSCHE,MACAN ELECTRIC ESTATE,265kW 100kWh 5dr Auto,2024-07-16,,
PORSCHE,MACAN ELECTRIC ESTATE,380kW 4S 100kWh 5dr Auto,2024-07-16,,
PORSCHE,911 [992] TURBO COUPE SPECIAL EDITIONS,50 Years 2dr PDK,2024-08-16,,
PORSCHE,PANAMERA HATCHBACK,4.0 V8 GTS 5dr PDK,2024-07-18,,
PORSCHE,PANAMERA HATCHBACK,4.0 V8 GTS 5dr PDK,2024-07-18,,5 seats
PORSCHE,PANAMERA HATCHBACK,4.0 V8 Turbo S E-Hybrid 5dr PDK,2024-07-18,,
PORSCHE,PANAMERA HATCHBACK,4.0 V8 Turbo S E-Hybrid 5dr PDK,2024-07-18,,5 seats
PORSCHE,MACAN ESTATE,T 5dr PDK,2022-02-17,,
PORSCHE,TAYCAN SPORT TURISMO,300kW 79kWh 5dr RWD Auto,2022-01-19,2024-07-01,
PORSCHE,,300kW 79kWh 5dr RWD Auto,2022-01-19,2024-07-01,5 Seat
PORSCHE,TAYCAN SPORT TURISMO,390kW 4S 79kWh 5dr Auto,2022-01-19,2024-07-01,
PORSCHE,TAYCAN SPORT TURISMO,390kW 4S 79kWh 5dr Auto,2022-01-19,2024-07-01,5 Seat
PORSCHE,TAYCAN SPORT TURISMO,500kW Turbo 93kWh 5dr Auto,2022-01-19,2024-07-01,
PORSCHE,TAYCAN SPORT TURISMO,500kW Turbo 93kWh 5dr Auto,2022-01-19,2024-07-01,5 Seat
PORSCHE,TAYCAN SPORT TURISMO,560kW Turbo S 93kWh 5dr Auto,2022-01-19,2024-07-01,
PORSCHE,TAYCAN SPORT TURISMO,560kW Turbo S 93kWh 5dr Auto,2022-01-19,2024-07-01,5 Seat
PORSCHE,TAYCAN SPORT TURISMO,350kW 93kWh 5dr RWD Auto,2022-01-19,2024-07-01,
PORSCHE,TAYCAN SPORT TURISMO,350kW 93kWh 5dr RWD Auto,2022-01-19,2024-07-01,5 Seat
PORSCHE,TAYCAN SPORT TURISMO,420kW 4S 93kWh 5dr Auto,2022-01-19,2024-07-01,
PORSCHE,TAYCAN SPORT TURISMO,420kW 4S 93kWh 5dr Auto,2022-01-19,2024-07-01,5 Seat
